thisRow.t	notes	TrialNumber	WarningType	TargetType	FlankingType	TargetDirection	CorrectAnswer	fixationStart_onsetTime	cue_onsetTime	fixationMiddle_onsetTime	target_onsetTime	subID	sessionID	time	
		27	no	up	congruent	left	f	0.007498624996514991	0.024292040994623676	0.22847612499026582	12.03819641598966				
